,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
120,121,sharp cheddar,21,16,"shredded mild cheddar,cheddar curds,cheddar chex,skim sharp cheddar singles,extra sharp cheddar","[641,955,755,169,121]","[16,19,16,16,16]","[,21,125,,21,,21,,21]"
121,122,pomegranate molasses,29,13,"pomegranate coconut sparkling probiotic drink,xxx acai pomegranate,strawberry pomegranate,strawberry pomegranate,pomegranate","[788,132,983,584,122]","[,7,16,19,16,13]","[,64,120,,,3,120,,29]"
122,123,sherry reserve vinegar,19,13,"steamfresh chef's favorites lightly sauced roasted red potatoes green beans,malt vinegar sea salt kettle cooked potato chips,reg apple cider vinegar 16 fl oz,french tarragon wine vinegar,rice vinegar","[756,404,,80,,95,123]","[19,13,13,,6,13]","[107,,19,,19,,66,,19]"
123,124,sun cups dark,45,19,"16 oz cold cups,plastic measuring cups,dark raisins,apple green cups,spread dark","[473,435,846,451,124]","[17,19,17,13,19]","[,10,,50,111,,88,,45]"
124,125,herbal armor deet natural insect repellant,118,11,"echinacea elderberry herbal,propolis herbal supplement,super slimming herbal,for men odor armor body wash,brambleberry herbal","[272,348,296,237,125]","[11,,7,11,,7,11]","[,47,,94,127,,94,118]"
125,126,hot spicy flavor ramen noodles,4,9,"spicy heirloom marinara,medium spicy simmer,chow mein thin noodles,habanero lime shrimp flavor ramen noodle soup,ramen noodles soup mushroom flavor","[191,450,173,,61,126]","[,9,,9,,9,15,,9]","[,9,,4,,4,69,,4]"
126,127,marscapone,108,16,"eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,grassmilk,apricots","[,341,,342,,329,1000,,127]","[,9,,8,16,10,16]","[,,9,,41,,84,,18,108]"
127,128,wild blueberries,116,1,"wild chanterelle mushroom ravioli,wild sardines marinara,wild all natural spread,wild rice blend,creamline wild","[187,149,503,339,128]","[15,13,10,16,,1]","[,95,,88,,68,120,116]"
128,129,traditional orzo lemon soup,69,15,"traditional red miso,chamomile lemon,traditional water crackers,traditional tartar,traditional tuscany soup","[,97,145,562,718,129]","[,7,19,21,15,15]","[,94,,78,100,,69,,69]"
129,130,ice bars multi pack,37,1,"french ice,ice cookies,peanut bars,crunchy granola bars variety pack,mini double ice bars","[431,985,853,997,130]","[,1,19,14,,1,,1]","[37,,3,48,37,37]"
130,131,brioche bachelor loaf,93,3,"lemon gingersnap,chilpotles adobo,kombucha,wild mushroom vegetarian quarter loaf,bake break garlic loaf","[330,335,731,556,131]","[,6,,7,20,21,,3]","[,30,,31,,14,100,,93]"
131,132,strawberry pomegranate,120,16,"goober strawberry,light strawberry,pomegranate molasses,pomegranate,strawberry pomegranate","[,,9,122,584,132,983]","[16,13,16,16,19]","[120,,29,120,120,,,3]"
132,133,purifying daily detox scrub,109,11,"kind prenatal once daily,non scratch scrub sponges,geranium daily soap,daily moisture shampoo,everyday detox dandelion","[500,586,498,279,133]","[17,11,11,,7,11]","[114,,25,,22,,94,109]"
133,134,stain release boost wash stain remover pacs,75,17,"dawn action pacs fresh scent dishwasher detergent pacs,stain odor eliminator detergent,pods spring meadow detergent stain remover brightener,triple acting laundry stain remover,laundry soil stain remover","[579,724,246,416,134]","[17,17,17,17,17]","[75,75,75,75,75]"
134,135,dark ice topping,103,19,"dark raisins,spread dark,french ice,ice cookies,lite whipped topping","[451,276,431,582,135]","[13,,1,,1,,1,19]","[,88,,37,,37,119,103]"
135,136,simple,45,19,"eco pac kamut puffs cereal,creations four,grassmilk,apricots,simple white down east crackers","[,341,,329,1000,,954,,136]","[,9,16,10,19,19]","[,9,84,18,78,45]"
136,137,very soymilk,91,16,"eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,grassmilk,apricots","[,341,,342,,329,1000,,137]","[,9,,8,16,10,16]","[,9,41,84,18,91]"
137,138,olli napoli salami,96,20,"chilpotles adobo,sparkling raspberry lemonade water beverage,premium deli hard salami,sliced kosher salami,uncured hard salami","[334,757,374,611,138]","[,7,20,20,20,20]","[115,,96,,96,,96,,96]"
138,139,zita cut no 118,131,9,"fresh cut golden sweet no salt added kernel corn,cut russet potatoes steam n' mash,quick cooking steel cut oats,thick cut italian 7 herb blend crispbreads,fresh cut specialties cut golden wax beans","[,,8,697,841,799,139]","[,1,14,19,15,,9]","[116,130,,78,,81,131]"
139,140,chips onion chipotle garlic,107,19,"sliced onion bagels,garlic parmesan pita bread chips,rice bean snack chips adzuki beans chipotle,steakhouse onion burger garlic seasoning,chipotle roasted garlic seasoning","[166,543,171,922,140]","[19,19,13,13,19]","[107,107,,,5,104,107]"
140,141,restaurant style chia quinoa tortilla chips,107,19,"greek chia blood orange,tapatio salsa picante hot tortilla chips,blue corn sea salt tortilla chips,simply beyond black bean tortilla chips,nacho grain tortilla chips","[213,212,180,768,141]","[19,19,19,21,19]","[107,107,107,100,107]"
141,142,arugula salad,123,4,"crunchy slaw americana salad,greener selection salad,salad gummi candy,italian pasta salad,just salad","[364,776,209,870,142]","[,4,19,20,19,,4]","[123,,45,,,1,,50,123]"
142,143,lemons,24,4,"eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,chilpotles adobo,apricots","[,341,,342,,330,1000,,143]","[,9,,8,,6,10,,4]","[,9,41,30,18,24]"
143,144,coarse grind garlic powder parsley blend,104,13,"california blend,fiber blend,sweet buttermilk powder,dried parsley flakes,arrowroot powder","[767,395,884,506,144]","[,1,13,13,,2,13]","[116,,17,104,,,6,104]"
144,145,traditional water crackers,78,19,"pompelmo water,traditional tuscany soup,traditional red miso,traditional tartar,water crackers original all natural","[718,854,562,363,145]","[15,,6,21,19,19]","[,69,,66,100,,78,,78]"
145,146,anti diarrheal caplets,70,11,"dual action beta immune and anti oxidant effervescent citrus,phoenix anti perspirant deodorant stick twin pack,advanced care skin renew anti perspirant deodorant,revive anti perspirant deodorant,magnesium citrate caplets","[393,801,316,943,146]","[11,11,11,11,11]","[80,80,80,47,70]"
146,147,ranch veggie dip,67,20,"blitz veggie smoothie mashups,opa greek ranch dressing,spicy jalapeno ranch popcorn,tzatziki greek dip,dip sliced apples","[392,822,353,,89,147]","[13,19,20,,4,20]","[,89,,23,,67,123,,67]"
147,148,nectarines,24,4,"eco pac kamut puffs cereal,creations four,complete health deboned meal and rice cat food,chilpotles adobo,apricots","[,341,,342,,330,1000,,148]","[,9,,8,,6,10,,4]","[,9,41,30,18,24]"
148,149,wild all natural spread,88,13,"wild blueberries,creamline wild,spread port wine,garden strawberry spread,spread dark","[339,702,652,451,149]","[16,16,13,13,13]","[120,,,2,,88,,88,,88]"
149,150,brut rosã,134,5,"creations four,complete health deboned meal and rice cat food,chilpotles adobo,apricots,mirabelle brut rose","[,342,,330,1000,,,52,,150]","[,8,,6,10,,5,,5]","[,41,,30,,18,134,134]"
150,151,aromatherapaes stress reducing lavender chamomile spa bath,132,11,"moisturizing lavender body wash,econet recycled bath sponge,smooth move chamomile laxative bags,lavender body wash,chamomile lemon","[229,880,474,,97,151]","[11,,7,11,,7,11]","[109,,94,,25,,94,132]"
151,152,3 1 soap for every man cucumber lemon,25,11,"chamomile lemon,tzatziki cucumber,european cucumber,glycerine soap pure and natural cucumber,lemon verbena soap","[198,,45,320,835,152]","[20,,4,11,11,11]","[67,83,25,25,25]"
152,153,fabric refresher meadows rain air freshener 1 count 27 oz air care,75,17,"gentle clean foaming face cleanser 6 7 fl oz female skin care,sweet lemon rain dance,raisin cinnamon bagels 5 count,fabric softener dryer sheet gentle 200ct fabric enhancers,air effects gain island fresh","[661,,46,368,587,153]","[14,,1,17,17,17]","[,48,,58,,75,101,,75]"
153,154,corn dogs mini honey crunchy flavor,129,1,"honey mustard,honey greek,honey protein,style corn,veggie style mini corn dogs","[459,445,664,325,154]","[16,19,15,,1,,1]","[120,,,3,,81,,42,129]"
154,155,artisan ciabatta,58,1,"apricots,artisan style melts quattro formaggi pizza,foldit flatbreads artisan rosemary olive oil,artisan spiced pecan turtle ice,artisan chick'n apple sausage","[568,660,720,,74,155]","[,1,,3,,1,20,,1]","[,79,128,,37,,14,,58]"
155,156,extra spearmint sugar gum,46,19,"gluten sugar cookie,flat floss antiplaque naturally waxed spearmint,extra sharp cheddar,extra strength berry,sugar cookies","[401,169,345,576,156]","[11,16,,7,19,19]","[20,21,64,61,46]"
156,157,living cilantro,16,4,"creations four,complete health deboned meal and rice cat food,peeled baby carrots,apricots,local living lettuce","[,342,,343,1000,,,99,,157]","[,8,,4,10,,4,,4]","[,41,123,,18,,83,,16]"
157,158,smoked ham oven roasted turkey sub sandwich kit,96,20,"original turkey,deli thin sliced honey ham,sandwich cookies,turkey,premium deli oven roasted turkey breast","[359,,,1,287,,62,158]","[20,19,20,20,20]","[96,61,96,96,96]"
158,159,calcium adult gummy vitamins orange cherry strawberry,47,11,"calcium lime rust remover,light strawberry,strawberry pomegranate,strawberry pomegranate,cherry pie","[,,9,132,983,874,159]","[16,16,19,,3,11]","[120,120,,,3,,,8,,47]"
159,160,100 recycled aluminum foil,97,13,"all natural 100 apple juice,100 columbian coffee,100 diced tomatoes,100 wheat rigatoni,econet recycled bath sponge","[762,405,774,229,160]","[,7,15,,9,11,13]","[,26,,81,131,109,,97]"
160,161,hacho miso aged fermented soybeans,66,6,"chilpotles adobo,apricots,naturally aged cheddar block hot habanero,traditional red miso,aged gouda","[1000,,477,,854,,982,,161]","[10,16,,6,16,,6]","[18,21,66,,2,66]"
161,162,mini homestyle waffles,52,1,"wheat mini toasts,all natural homestyle california lemon limeade,100 pure beef homestyle patties,waffles red berry,belgian waffles","[778,402,252,536,162]","[,7,,1,14,,1,,1]","[,31,,34,121,,52,,52]"
162,163,dressing bleu,89,13,"saucy ginger mandarin dressing,opa greek ranch dressing,red jalapeno caesar dressing,creamy italian dressing marinade,roasted garlic vinaigrette dressing","[392,423,315,962,163]","[13,13,13,13,13]","[89,89,89,89,89]"
163,164,peanut cacao quinoa clusters,3,19,"cranberry clusters dried cranberries,peanut chip,peanut bars,peanut cereal,dark 68 cacao","[883,985,,34,749,164]","[19,19,14,19,19]","[,,3,,,3,121,,45,,,3]"
164,165,wild chanterelle mushroom ravioli,12,9,"porcini mushroom risotto,wild blueberries,creamline wild,wild mushroom vegetarian quarter loaf,three ravioli","[128,339,731,642,165]","[,1,16,20,,9,,9]","[116,120,,14,,12,,12]"
165,166,garlic parmesan pita bread chips,107,19,"sunflower bread,chips onion chipotle garlic,shaved parmesan,cheesy creations roasted garlic parmesan,100 wheat pita bread","[140,226,,60,,83,166]","[19,16,,9,,3,19]","[107,,21,,,9,128,107]"
166,167,sparkling blush grape juice,77,7,"sparkling orange juice prickly pear beverage,grape sunflower sunwiches,apple sparkling juice beverage,sunset blush,sparkling","[961,618,676,456,167]","[20,,7,,2,,7,,7]","[13,98,,6,77,77]"
167,168,halves pieces walnuts,17,13,"creations four,chilpotles adobo,apricots,fudge brownies english walnuts,mushroom stems pieces water","[,330,1000,,622,,912,,168]","[,6,10,19,15,13]","[30,18,61,81,17]"
168,169,extra sharp cheddar,21,16,"extra strength berry,cheddar curds,cheddar chex,skim sharp cheddar singles,sharp cheddar","[641,955,755,121,169]","[16,19,16,16,16]","[,21,125,,21,,21,,21]"
169,170,single herbs ginkgo leaf dietary supplement,47,11,"grape leaf hummus wrap,single classic canned meat,norwegian salmon oil omega 3s epa dha dietary supplement soft gels 1000 mg,vitamin c 1000 mg tropical drink dietary supplement,fiber 4g gummy dietary supplement","[834,620,366,462,170]","[15,11,11,11,11]","[59,47,47,70,47]"
170,171,steakhouse onion burger garlic seasoning,5,13,"sliced onion bagels,salt seasoning,chips onion chipotle garlic,onion herb salt seasoning blend,chipotle roasted garlic seasoning","[463,140,908,922,171]","[13,19,13,13,13]","[104,107,104,104,,,5]"
171,172,gluten all natural chip cookies,61,19,"ice cookies,sugar cookies,banana chip,peanut chip,cookie chips crunchy dark chip cookies","[576,602,883,559,172]","[19,,1,19,19,19]","[61,52,,3,61,61]"
172,173,habanero lime shrimp flavor ramen noodle soup,4,9,"shrimp pasta vegetables,ramen noodles soup mushroom flavor,hot spicy flavor ramen noodles,chunky classic noodle soup,noodle soup broth","[,61,126,928,,37,173]","[15,,9,15,15,,9]","[69,,4,69,69,,4]"
173,174,vanishing acne treatment,73,11,"lemon gingersnap,kombucha,apricots,acne dote clean 'n treat towellettes,good clean gentle acne wash","[,335,1000,,680,,525,,174]","[,7,10,11,11,11]","[,31,,18,109,109,,73]"
174,175,t bone steak,122,12,"basil daly soap,apricots,chicago steak chop cracked pepper garlic blend,gourmet dog treats bone,skirt steak","[1000,,860,,302,,692,,175]","[10,13,,8,12,12]","[,18,104,,40,122,122]"
175,176,original turkey,96,20,"original puffcorn,turkey burgers,candy original,turkey chili,turkey","[,23,303,554,287,176]","[12,19,20,20,20]","[49,45,,1,96,96]"
176,177,citrus terere yerba mate,94,7,"chilpotles adobo,apricots,dual action beta immune and anti oxidant effervescent citrus,cold cough formula effervescent tablets citrus,daily tangerine citrus flavored beverage","[1000,,413,,914,,,39,,177]","[10,11,11,,7,,7]","[18,11,11,64,94]"
177,178,vegan santa fe style flour tortilla rolled tacos,42,1,"enriched unbleached white flour,style corn,fajita flour tortillas,the santa cruz burrito,restaurant style chia quinoa tortilla chips","[664,705,669,141,178]","[15,,3,,1,19,,1]","[,81,128,,38,107,,42]"
178,179,penne rigate spinach,131,9,"apple spinach kale coconut water superjuice,spinach quinoa powermeal bowl,spinach basil garlic linguini,spinach feta pierogi,spinach pesto","[793,,76,202,813,179]","[4,9,1,9,9]","[123,,12,,38,,,9,131]"
179,180,simply beyond black bean tortilla chips,107,19,"nacho white bean chips,tapatio salsa picante hot tortilla chips,restaurant style chia quinoa tortilla chips,blue corn sea salt tortilla chips,nacho grain tortilla chips","[213,141,212,768,180]","[19,19,19,21,19]","[107,107,107,100,107]"
180,181,country style baked beans,59,15,"country fresh old fashioned horseradish,refried beans vegetarian,perfectly thymed pita crisps baked,style corn,garbanzo beans","[766,247,664,790,181]","[,6,19,15,15,15]","[,30,107,,81,,59,,59]"
181,182,acti fresh body shape long unscented to go panty liners,126,11,"unscented regular sleek tampons,ultra thin super long wings pads,rice extra long grain enriched,fresh oj,lavender body wash","[654,612,628,474,182]","[11,,9,,7,11,11]","[126,,63,,98,,25,126]"
182,183,cookie dough performance energy,3,19,"24 7 performance cat litter,brooklyn pizza dough,cookie sheets,coconut chip energy,toll house ultimate peanut deluxe cookie dough","[322,604,,77,950,183]","[,1,17,19,13,19]","[,79,,10,,,3,105,,,3]"
183,184,kisses candy,45,19,"salad gummi candy,minis candy bars,snack size candy,dark peanut candy,candy original","[207,630,901,303,184]","[19,19,19,19,19]","[45,45,45,45,45]"
184,185,nugget meal,38,1,"creamline wild,eco pac kamut puffs cereal,disinfectant spray cherry blossom pomegranate scent,complete health deboned meal and rice cat food,flaxseed meal ground","[340,328,342,952,185]","[14,17,,8,13,,1]","[121,101,,41,,17,,38]"
185,186,fresh scent dishwasher detergent dawn,74,17,"2 1 laundry detergent,sweeper open window fresh scent wet mopping cloths refill,powerball quantum max shine protect automatic dishwasher detergent,fresh scent dishwasher cleaner,dawn action pacs fresh scent dishwasher detergent pacs","[717,378,,14,541,186]","[17,17,17,17,17]","[114,,74,,74,,74,,74]"
186,187,wild sardines marinara,95,15,"wild blueberries,creamline wild,three ziti marinara meatballs,sardines water salt added,spicy heirloom marinara","[339,,30,425,284,187]","[16,,1,,6,,9,15]","[120,,38,,33,,,9,,95]"
187,188,mild el nino salsa,67,20,"hot tomatillo salsa,shredded mild cheddar,salsa roja,tomatillo salsa,mild salsa divino","[781,589,546,107,188]","[16,13,13,13,20]","[21,51,51,51,67]"
188,189,healthfull nuts seeds bread,112,3,"protein blend honey oats seeds cereal,coco joe pumpkin seeds,oatnut bread,asiago bread,sunflower bread","[840,889,856,346,189]","[19,,3,16,,3,,3]","[117,112,,21,112,112]"
189,190,classic culinary low sodium vegetable broth,69,15,"classic original hummus,classic coke,unsalted beef broth,noodle soup broth,low sodium turkey","[649,963,,37,231,190]","[,7,15,15,12,15]","[77,69,69,49,69]"
190,191,medium spicy simmer,9,9,"medium yellow thai curry,deli spicy brown mustard,spicy jalapeno ranch popcorn,spicy tomato basil pasta,spicy heirloom marinara","[977,822,640,284,191]","[13,19,,9,,9,,9]","[72,23,,9,,9,,9]"
191,192,israeli style gefilte fish,33,6,"european style spring,spaghetti style pasta,style corn,couscous israeli garlic jalapeno,fish oil vitamin d 1000mg","[,33,664,492,905,192]","[,9,15,,9,11,,6]","[131,,81,,63,,47,,33]"
192,193,fruitwaterâ strawberry kiwi sparkling water,98,7,"strawberry pomegranate,sparkling raspberry lemonade water beverage,sparkling lemon seltzer water,sparkling,kiwi strawberry sparkling water","[334,608,456,223,193]","[7,7,7,7,7]","[115,115,,77,115,,98]"
